"OrderID","CustomerID","FirstName","LastName","Gender","Age","Region","ProductCategory","Quantity","UnitPrice","Discount","SalesRep","PaymentMethod","CustomerSegment","City","OrderDate","Email","Phone","Rating","Comments","Revenue"
"ORD014475","CUST74213","Evelyn","Kariuki","Female",41,"West","Food & Beverage",11,2806.96,0.1,"Oliver","Bank Transfer","Government","Machakos",2023-10-06,"mark7995@gmail.com","0758605350",5,"Fast shipping",27788.9
"ORD014476","CUST31192","Caroline","Richardson","Male",65,"East",NA,3,1827.06,0.37,"Joy","Credit Card","Corporate","Malindi",2024-09-30,"natalie6198@gmail.com","0779987778",4,"Excellent service",3453.14
"ORD014477","CUST55857","Anita","Cook","Female",33,"East","Food & Beverage",5,0,0.3,"Joy","Bank Transfer","Corporate","Machakos",2024-12-13,"shirley8106@gmail.com","0730325184",3,"Late delivery",0
"ORD014478","CUST58040","Christopher","Spencer","Female",56,"North","Sports",20,2258.7,0.38,"Mark","Bank Transfer","Retail","Thika",2023-12-27,"olivia196@gmail.com","0767416821",1,"Poor customer service",28007.88
"ORD014479","CUST31072","Billy","Barnes","Male",70,"Central","Sports",17,2395.32,0.15,"Charles","Bank Transfer",NA,"Machakos",2023-05-13,"brittany4254@gmail.com","0784834231",1,"Late delivery",34612.37
"ORD014480","CUST50434","Logan","Atkins","Male",31,"West","Automotive",2,1401.45,0.01,"Mark","Bank Transfer","Corporate","Kisii",2023-03-03,NA,"0737431023",4,"Wrong item",2774.87
"ORD014481","CUST37855","Anita","Davis ","Female",33,"South","Electronics",13,2736.83,0.11,"Zack","Cash","Government","Eldoret",2024-02-13,"joe7535@gmail.com","0775797886",2,NA,31665.12
"ORD014482","CUST31743","Natalie","Fisher","Female",21,"South","Electronics",13,908.9,0.22,"Calvin","Credit Card","Wholesale",NA,2024-05-02,"jacob289@gmail.com",NA,5,"Average experience",9216.25
"ORD014483","CUST48835","Terry","Fleming","Female",21,"Central","Health & Beauty",5,2097.94,0.18,"Beatrice","Cash","Government","Nairobi",2023-08-07,"missing.com","0737755498",3,"Wrong item",8601.55
"ORD014484","CUST50973","Victoria","Burns","Female",44,"South","Office Supplies",1,1303.91,0.31,"Walter","Cash","Corporate","Machakos",2024-02-09,"anthony7801@gmail.com","0749800283",5,"Product damaged",899.7
"ORD014485","CUST18264","Kevin","Kamau","Male",60,"West","Electronics",8,2711.57,0.21,"Edwin","Mobile Money","Wholesale","Meru",2024-08-01,"gabriel8202@gmail.com","0755891995",2,"Excellent service",17137.12
"ORD014486","CUST37981","Marilyn","Collins","Male",46,"North","Clothing",15,218.25,0.34,"Paul","Credit Card","SME","Nyeri",2025-04-19,"jack6980@gmail.com","0717388633",4,"Late delivery",2160.67
"ORD014487","CUST18201",NA,"Gardner","Female",67,"North","Food & Beverage",11,2714.84,0.19,"Joy","Mobile Money","Corporate","Kisii",2024-06-03,"victoria2879@gmail.com","0779947286",2,"Product damaged",24189.22
"ORD014488","CUST13166","Aaron","Koech","Female",25,"North","Books",14,1530.82,0.19,"George","Cash","SME","Nyeri",2024-02-25,"brian9333@gmail.com","0782386236",2,"Will buy again",17359.5
"ORD014489","CUST92410","Michelle","Kiptoo","Female",42,"North","Automotive",8,2893.85,0.16,"Charles","Cash","SME","Malindi",2024-08-10,"angela7747@gmail.com","0724496694",4,"Will buy again",19446.67
"ORD014490","CUST69544","Victoria","Onyango","Male",60,"Central","Automotive",7,1883.13,0.13,"Collins","Bank Transfer","Wholesale","Machakos",2025-01-03,"robert9783@gmail.com","0778834817",4,"Excellent service",11468.26
"ORD014491","CUST83095","Alex","Langat","Male",32,"Central","Books",15,997.15,0.21,"Dennis",NA,"Wholesale","Eldoret",2023-02-11,"aaron2035@gmail.com","0773004574",1,"Highly recommended",11816.23
"ORD014492","CUST29254","Janice","Rivera","Male",64,"East","Food & Beverage",4,1348.01,0.31,"Lilian","Mobile Money","Government","Meru",2023-04-16,"jeffrey824@gmail.com","0729694256",1,"Satisfied",3720.51
"ORD014493","CUST10768","Brian","Perry","Female",250,"North","Food & Beverage",2,2948.28,0.33,"Hilda","Mobile Money",NA,"Nakuru",2023-03-24,"aaron1838@gmail.com","0712625811",4,"Satisfied",3950.7
"ORD014494","CUST71878",NA,"Barnes","Female",19,"West","Furniture",6,2339.1,0.3,"Beatrice","Mobile Money","Retail","Nakuru",2023-11-23,"louis5726@gmail.com","0786276013",1,NA,9824.22
"ORD014495","CUST56594","Katherine","Taylor","Male",56,"East","Sports",3,1965.58,0.28,"Henry","Bank Transfer","Retail","Nairobi",2023-02-06,"albert6899@gmail.com","0711617018",2,"Satisfied",4245.65
"ORD014496","CUST76024","Marie",NA,"Male",68,"North","Furniture",17,17.03,0.06,"Beatrice","Mobile Money","SME","Embu",2025-06-01,"michelle1005@gmail.com","0718306975",5,"Will buy again",272.14
"ORD014497","CUST10207"," Ashley","Reid ","Male",67,"Central","Home Appliances",9,2207.85,0.27,"Kevin","Mobile Money","Corporate","Malindi",2024-01-30,"julie6879@gmail.com",NA,3,"Poor customer service",14505.57
"ORD014498","CUST14601","Pamela","Musyoka","Male",64,"Central","Clothing",3,208.03,0.16,"Charles","Mobile Money","Wholesale","Nyeri",2025-05-29,"stephen6624@gmail.com","0741672159",3,"Late delivery",524.24
"ORD014499","CUST63787","Louis","Odhiambo","Female",74,"South","Office Supplies",18,1054.33,0.17,"Alice","Credit Card","SME","Nairobi",2024-05-19,"kyle3673@gmail.com","0771257780",1,"Product damaged",15751.69
"ORD014500","CUST96162","Jean","Kimani","Male",18,"North","Electronics",20,2966.81,0.21,"Victor","Credit Card","Wholesale","Malindi",2024-08-10,"arnold3911@gmail.com","0787708830",3,"Highly recommended",46875.6
"ORD014501","CUST11875","Florence","Gibson","Female",75,"Central","Automotive",19,201.56,0.33,"Charles","Debit Card","Corporate","Nairobi",2023-02-22,"wayne6636@gmail.com","0732293849",1,"Excellent service",2565.86
"ORD014502","CUST24571","Megan","Stewart","Male",55,"East","Office   Supplies",9,2544.95,0.26,"Joy",NA,"Government","Kisumu",2024-10-22,"janice5001@gmail.com","0746695220",3,"Average experience",16949.37
"ORD014503","CUST84484","Keith","Cruz","Male",50,"South","Home Appliances",17,2977.54,0.08,"Zack","Credit Card","Government","Malindi",2025-03-30,"russell9111@gmail.com","0739260205",4,"Highly recommended",46568.73
"ORD014504","CUST85776","Kimberly","Hudson","Male",69,"South","Sports",13,1943.93,0.15,"Edwin","Credit Card","Wholesale","embu",2023-11-25,"andrew5232@gmail.com",NA,3,"Average experience",21480.43
"ORD014505","CUST76371","Shirley",NA,"Female",57,"Central","Health & Beauty",20,76.46,0.22,"Lilian","Bank Transfer","Retail","Machakos",2024-04-03,"ann3263@gmail.com","0756749717",4,"Poor customer service",1192.78
"ORD014506","CUST48286","Jacob","Odhiambo","Female",40,"West","Clothing",14,1252.83,0.1,"Purity","Mobile Money","Retail","Machakos",2023-11-02,"faith5347@gmail.com","0790542283",2,"Poor customer service",15785.66
"ORD014507","CUST17801","Walter","Fisher","Female",63,"North","Books",13,771.48,0.09,"Nancy","Credit Card",NA,"Nairobi",2023-02-16,"jesse4635@gmail.com","0729871973",2,"Excellent service",9126.61
"ORD014508","CUST35704","Edward","Gardner","Male",21,"Central","Furniture",13,2675.12,0.1,NA,"Mobile Money",NA,"Nairobi",2025-04-19,"bernard9790@gmail.com","0773051423",3,"Poor customer service",31298.9
"ORD014509","CUST25017","Jeffrey","Ryan","Male",47,"Central","Automotive",14,1518.08,0.1,"Ian","Debit Card","Retail","Embu",2024-10-04,"russell3232@gmail.com","0759743930",5,"Average experience",19127.81
"ORD014510","CUST18236","Susan","Long","Male",39,"West","Health & Beauty",17,2499.74,0.14,"Samuel","Debit Card","Government","Kitale",2025-07-25,"helen2442@gmail.com","0797022262",4,"Fast shipping",36546.2
"ORD014511","CUST34366","Abigail","Kariuki","Female",70,"West","Clothing",14,2733.24,0.04,NA,"Credit Card","Corporate","Nakuru",2025-06-19,"eric8450@gmail.com","0719865828",2,"Excellent service",36734.75
"ORD014512","CUST53532","Charlotte","Young","Female",71,"WEST","Health & Beauty",12,1676.94,0.34,"Rose","Credit Card","Wholesale","Naivasha",2023-06-23,"cheryl5819@gmail.com","0775598819",3,"Highly recommended",13281.36
"ORD014513","CUST67163",NA,"Cook",NA,26,"East","Food & Beverage",13,746.84,0.2,"Tabitha","Cash","Corporate","Thika",2023-10-13,"janet5557@gmail.com",NA,2,"Wrong item",7767.14
"ORD014514","CUST59328","Teresa","Reed","Female",32,"North","Health & Beauty",4,1364.47,0.15,"Samuel","Cash","Retail","Machakos",2025-05-06,"ryan9619@gmail.com","0771198949",3,"Product damaged",4639.2
"ORD014515","CUST41549","Joy","Reyes","Male",52,"WEST","Health & Beauty",19,1752.85,0.27,"Samuel","Mobile Money","SME","Mombasa",2024-12-24,NA,"0783524767",4,"Satisfied",24312.03
"ORD014516","CUST45469",NA,"Patel","Female",46,"South","Food & Beverage",7,2402.91,0.15,"Florence","Debit Card","SME","Mombasa",2023-05-05,"maria7602@gmail.com","0722406098",2,"Highly recommended",14297.31
"ORD014517","CUST86350","Joy","Jordan","Male",74,"West","Home Appliances",16,1721.44,0.33,NA,"Bank Transfer","Wholesale",NA,2025-05-15,"megan7612@gmail.com","0775229038",2,"Fast shipping",18453.84
"ORD014518","CUST36359","Arthur","Patel","Male",33,"SOUTH","Food & Beverage",12,1996.32,0.05,"Xavier","Credit Card","Government",NA,2025-09-16,"walter9228@gmail.com","0740067975",4,"Poor customer service",22758.05
"ORD014519","CUST64318","Emma","Harris","Female",29,"West","Sports",14,2551.88,0.12,"Irene","Cash","Corporate","Embu",2025-02-03,"gregory7870@gmail.com","0715045794",1,"Poor customer service",31439.16
"ORD014520","CUST18926","Marie","Cheruiyot","Female",62,"North","Electronics",14,1116.62,0.39,"Naomi","Bank Transfer","Government","Mombasa",2023-02-12,NA,"0727225827",3,"Highly recommended",9535.93
"ORD014521","CUST12595","Amanda","Graham","Male",64,"Central","Food & Beverage",13,2234.69,0.23,"Faith","Cash","Corporate","Malindi",2023-09-02,"audrey9601@gmail.com","0728686886",5,"Wrong item",22369.25
"ORD014522","CUST83952","Patricia","Black","Female",24,"WEST","Health & Beauty",15,2664.59,0.38,"Diana","Bank Transfer","Retail",NA,2025-12-07,"alan3240@gmail.com","0755852187",4,"Will buy again",24780.69
"ORD014523","CUST65630","Russell",NA,"Male",67,"West","Home Appliances",4,2676.05,0.17,"Paul","Cash","Corporate","Embu",2025-11-22,"megan6389@gmail.com","0717860675",2,"Excellent service",8884.49
"ORD014524","CUST59456",NA,"Williamson ","Female",23,"SOUTH","Home Appliances",12,1103.74,0.37,"Ursula","Credit Card","Retail","kisumu",2025-05-25,"jason9506@gmail.com","0776896144",3,"Average experience",8344.27
"ORD014525","CUST13047","Patrick","Rogers","Female",67,"West","Furniture",17,47.57,0.18,"Faith","Bank Transfer","Corporate","Embu",2025-07-30,"jerry6754@gmail.com","0767311734",4,"Excellent service",663.13
"ORD014526","CUST32395","Angela","Roberts","Female",45,"North","Electronics",19,2398.65,0.03,"Purity","Debit Card","SME","Naivasha",2025-01-15,"maria1328@gmail.com","0795752804",3,"Will buy again",44207.12
"ORD014527","CUST66903","Jonathan","Rivera","Female",47,"West","Food & Beverage",10,53.82,0.17,"Naomi","Cash","Government","Eldoret",2025-10-22,"tyler8492@gmail.com","0778312951",1,"Excellent service",446.71
"ORD014528","CUST93171","Brian","Bradley","Male",38,"South","Books",16,910.36,0.36,"Lucy","Debit Card","Wholesale","Malindi",2023-06-09,"julie3391@gmail.com","0775395151",1,"Product damaged",9322.09
"ORD014529","CUST57783","Amy","Torres","Female",31,"West","Books",3,1143.42,0.4,NA,"Mobile Money","Wholesale","Malindi",2024-06-18,"russell3462@gmail.com","0791344592",3,"Excellent service",2058.16
"ORD014530","CUST85413","Felix","Edwards","Male",34,"North","Home Appliances",17,2656.35,0.18,"Kelvin","Mobile Money","SME",NA,2025-09-16,"andrew5198@gmail.com","0765451403",2,"Late delivery",37029.52
"ORD014531","CUST70023","Logan","Lewis","Male",18,"East","Sports",12,2579.69,0.36,"Naomi","Bank Transfer","Government","Kitale",2025-05-29,"janice9001@gmail.com","0746828097",3,"Product damaged",19812.02
"ORD014532","CUST96351","Daniel","Murray","Male",69,"NORTH","Food & Beverage",5,1085.38,0.32,"Brenda","Credit Card","Wholesale","Kitale",2025-10-11,"johnny6171@gmail.com","0787674086",4,"Excellent service",3690.29
"ORD014533","CUST51038","Thomas","Webb","Female",64,"EAST","Automotive",6,683.82,0.27,"Naomi","Cash","Corporate","Nairobi",2024-01-15,NA,"0796838808",1,"Highly recommended",2995.13
"ORD014534","CUST44833","Johnny",NA,"Male",34,"Central","Furniture",6,2008.92,0.18,"Lilian","Cash","Wholesale","Nyeri",2025-09-15,"frank4751@gmail.com","0773172572",1,"Satisfied",9883.89
"ORD014535","CUST15547","Janet","Anderson","Male",54,"Central","Office   Supplies",20,2942.27,0.31,NA,"Bank Transfer","Corporate","Machakos",2024-06-15,"grace7832@gmail.com","0799916272",4,"Late delivery",40603.33
"ORD014536","CUST79916","Barbara","Brown","Female",75,"West",NA,19,1738.12,0.13,"Queen","Mobile Money","Wholesale","Kisii",2023-03-13,"mason7193@gmail.com","0722998769",5,"Product damaged",28731.12
"ORD014537","CUST56545","Marie","Ward","Male",23,"Central","Electronics",8,1807.52,0.23,"Yvonne","Mobile Money","Wholesale","Kitale",2025-10-13,"christine1915@gmail.com","0766153907",1,"Average experience",11134.32
"ORD014538","CUST67754","Jacob","Garcia","Male",60,"West","Health & Beauty",2,805.58,0.29,"Brian","Bank Transfer",NA,"Kitale",2025-12-03,"charlotte3511@gmail.com","0787790264",2,"Average experience",1143.92
"ORD014539","CUST54480","Brian","Mwangi","Male",53,"West","Clothing",15,65.68,0.17,"Martin","Bank Transfer","Government",NA,2025-04-02,"linda8227@gmail.com",NA,1,"Wrong item",817.72
"ORD014540","CUST44784","Laura","Koech",NA,57,"East","Electronics",3,1247.82,0.37,"Joy","Mobile Money","Retail","Kericho",2024-09-09,NA,"0741802975",4,"Excellent service",2358.38
"ORD014541","CUST18021","Daniel","Newman","Female",75,"Central","Food & Beverage",13,695.07,0.12,"Faith","Debit Card",NA,"Mombasa",2025-01-04,"john@","0790665365",2,"Fast shipping",7951.6
"ORD014542","CUST23777"," Michelle","Martin","Female",63,"South","Sports",8,1892.57,0.18,"Steve","Mobile Money","Wholesale",NA,2024-09-10,"jerry9268@gmail.com","0791396891",3,"Poor customer service",12415.26
"ORD014543","CUST68916","Charlotte","Ryan","Male",63,"North","Health & Beauty",16,1909.94,0.09,"Mark","Mobile Money","Retail",NA,2023-10-29,NA,"0748323727",5,"Wrong item",27808.73
"ORD014544","CUST85236","Tyler","George","Female",39,"North",NA,9,1782.49,0.38,"Lilian","Bank Transfer","Government","Nairobi",2024-10-10,"grace6412@gmail.com","0728763548",3,"Wrong item",9946.29
"ORD014545","CUST69527","Olivia","Bennett","Male",48,"SOUTH","Home Appliances",2,1649.12,0.25,"Lilian","Mobile Money","Retail","naivasha",2025-11-03,"allan9292@gmail.com","0756102404",5,"Wrong item",2473.68
"ORD014546","CUST94143","Terry","Abraham","Female",39,"North","Clothing",5,831.76,0.03,"Naomi","Mobile Money","Retail","Kericho",2024-03-27,"charles1015@gmail.com","0725980955",1,"Wrong item",4034.04
"ORD014547","CUST21669","Janet","Pearson","Male",21,"East","Books",12,208.36,0.28,"Yvonne","Cash","Wholesale","Nyeri",2023-03-05,"isabella2091@gmail.com","0733963299",3,"Highly recommended",1800.23
"ORD014548","CUST86325","Jordan","Thompson","Male",57,"West","Automotive",5,2304.41,0.26,"Quincy","Debit Card","Wholesale",NA,2023-07-31,"diana7380@gmail.com","0774208292",4,"Satisfied",8526.32
"ORD014549","CUST44635","Kenneth","Ramirez","Female",37,"South","Automotive",11,1950.33,0.19,"Faith","Credit Card","Corporate","Embu",2025-06-11,"dennis7705@gmail.com","0756312697",5,"Late delivery",17377.44
"ORD014550","CUST19769","Marie","Richardson","Female",56,"Central","Home Appliances",2,2060.68,0.31,"Collins","Mobile Money","Wholesale","Naivasha",2025-05-12,"lauren1403@gmail.com","0754301723",3,"Excellent service",2843.74
"ORD014551","CUST67694"," Eric","Kennedy","Male",63,"East","Food & Beverage",11,2646.25,0.03,NA,"Mobile Money","Government","Eldoret",2025-11-13,"madison8739@gmail.com","0747488045",1,"Fast shipping",28235.49
"ORD014552","CUST20773",NA,"Gordon","Male",30,"Central","Health & Beauty",15,709.22,0.17,"Charles","Debit Card","SME","Nakuru",2023-02-07,NA,NA,4,"Poor customer service",8829.79
"ORD014553","CUST26955","Brian","Daniels","Male",21,"East","Clothing",6,1875.01,0.03,"Faith","Cash","Wholesale","Nyeri",2025-01-27,"martha7215@gmail.com","0787794153",5,"Late delivery",10912.56
"ORD014554","CUST96969",NA,"Allen","Male",43,"South","Clothing",5,77.19,0.06,"Faith","Mobile Money","Corporate","Mombasa",2023-01-31,"danielle9438@gmail.com","0789118983",5,"Fast shipping",362.79
"ORD014555","CUST92707","Rose","Hill","Female",66,"Central","Clothing",1,2656.16,0.21,"Steve","Credit Card","Corporate","Naivasha",2023-07-26,"margaret8929@gmail.com","0728239352",2,"Average experience",2098.37
"ORD014556","CUST44591","Jean","Wallace","Male",39,"South","Clothing",10,1746.9,0.09,"Charles","Credit Card","Government","Naivasha",2023-12-10,"laura2032@gmail.com","0728269801",2,"Fast shipping",15896.79
"ORD014557","CUST72721","Aaron","Sanders","Female",75,"East","Sports",10,1004.4,0.2,"Kelvin","Cash","Wholesale","Embu",2023-12-21,"rebecca2313@gmail.com","0758943641",1,"Will buy again",8035.2
"ORD014558","CUST21982","Rose","Clark","Female",28,"North","Electronics",19,2426.9,0.04,"Gilbert","Credit Card","SME","Nairobi",2023-05-09,"mary674@gmail.com",NA,4,"Will buy again",44266.66
"ORD014559","CUST58557","Linda",NA,"Female",47,"East","Home Appliances",11,1340.33,0.09,"Paul","Debit Card","SME","Nyeri",2023-06-23,"jesse4040@gmail.com","0755172601",5,"Satisfied",13416.7
"ORD014560","CUST65712","Anne","Kariuki","Female",19,"Central","Food & Beverage",6,2651.8,0.27,"Brenda","Mobile Money","SME","nakuru",2024-05-05,"lauren3260@gmail.com","0796604461",2,"Highly recommended",11614.88
"ORD014561","CUST45210","Jessica","Robertson","Male",63,"EAST","Furniture",20,323.76,0.24,"Collins","Credit Card","SME","Kericho",2025-10-30,"elizabeth4893@gmail.com","0741880411",4,"Late delivery",4921.15
"ORD014562","CUST47802","Philip","Rogers","Female",48,"Central","Health & Beauty",19,911.85,0.14,"Kevin","Credit Card","Wholesale","Mombasa",2024-05-28,"jesse9374@gmail.com","0717561282",2,"Average experience",14899.63
"ORD014563","CUST62033","Bernard","Onyango","Male",26,"North","Clothing",20,192.58,0.36,"Oscar","Cash","Wholesale","Naivasha",2025-07-29,"albert7150@gmail.com","0734730542",5,"Wrong item",2465.02
"ORD014564","CUST90063","Adrian","Hill","Male",27,"East","Sports",16,2194.75,0,"Samuel",NA,"Wholesale","Nairobi",2025-01-05,"cheryl4843@gmail.com","0725481790",2,"Product damaged",35116
"ORD014565","CUST17673","Joy","Campbell",NA,35,"West","Books",6,1186.66,0.24,"George","Debit Card","SME","Naivasha",2024-02-21,"mary7004@gmail.com","0742701010",2,"Product damaged",5411.17
"ORD014566","CUST77544","Sarah","Wallace","Female",36,"CENTRAL","Sports",16,2246.47,0.1,"Samuel","Cash","Government","Nairobi",2025-04-07,NA,"0757991417",5,"Fast shipping",32349.17
"ORD014567","CUST38777","Alexander","Karanja","Female",36,"North","Office Supplies",18,2442.02,0.09,"Oliver","Mobile Money","SME","kisii",2023-07-20,"austin2317@gmail.com","0789164053",1,NA,40000.29
"ORD014568","CUST92080","Christine","Onyango","Female",74,"East","Books",4,609.72,0.2,"Kelvin","Cash","SME","Meru",2023-09-09,"cynthia5530@gmail.com","0713824557",1,"Excellent service",1951.1
"ORD014569","CUST59185","Henry","Daniels","Female",59,"Central","Electronics",10,2347.67,0.05,"Eric","Mobile Money","Retail","Naivasha",2023-01-20,"douglas8573@gmail.com","0772450249",2,"Excellent service",22302.86
"ORD014570","CUST90259","Jessica","Pearson","Female",67,"Central","Home Appliances",13,278.26,0.25,NA,"Bank Transfer","Government","embu",2023-08-10,"kenneth9622@gmail.com",NA,5,"Product damaged",2713.03
"ORD014571","CUST68195","Brian","Jackson","Female",29,"Central","Clothing",2,739.41,0.25,"Joy","Credit Card","Corporate","Machakos",2025-12-20,"philip3215@gmail.com","0766290436",3,"Late delivery",1109.12
"ORD014572","CUST80849","Barbara","Mwangi","Male",19,"South","Automotive",7,358.47,0.12,"Steve","Credit Card","Corporate","Machakos",2023-04-08,"gregory4543@gmail.com","0795503299",2,"Product damaged",2208.18
"ORD014573","CUST32872","Brandon","Were","Male",72,"East","Electronics",12,1694.96,0.16,"Queen","Cheque","Government","Machakos",2023-08-07,"janice6084@gmail.com","0717085678",5,"Highly recommended",17085.2
"ORD014574","CUST50719","Joe","Griffin","Female",29,"Central","Home Appliances",6,1240.12,0.34,"Nancy","Credit Card","Wholesale","Nyeri",2025-03-13,"paul7912@gmail.com","0720927061",1,"Poor customer service",4910.88
"ORD014575","CUST50938","Ethan","Fox","Female",19,"North","Automotive",5,2624.37,0.28,"Naomi","Bank Transfer","Retail","Mombasa",2023-04-27,"billy908@gmail.com","0733477187",2,"Wrong item",9447.73
"ORD014576","CUST36061","Joan","Chebet","Male",19,"Central","Sports",9,555.01,0.03,"Irene","Bank Transfer","Government","Nyeri",2024-08-19,"philip4341@gmail.com","0749015930",1,"Average experience",4845.24
"ORD014577","CUST69582","Kyle","Hicks","Female",75,"North","Automotive",12,643.02,0.22,"Alice","Mobile Money","Wholesale","Nairobi",2024-09-19,"steven7088@gmail.com","0761569622",1,"Late delivery",6018.67
"ORD014578","CUST32414","David","Reed","Male",36,"West","Office Supplies",4,2011.94,0.28,"Ursula","Credit Card","Wholesale","Thika",2023-08-21,"louis7395@gmail.com","0713980739",1,"Fast shipping",5794.39
"ORD014579","CUST98381","Justin","Thomas","Female",31,"West","Furniture",4,2397.39,0.01,"Ruth","Bank Transfer","SME","Embu",2023-04-01,"jane466@gmail.com","0789974794",4,NA,9493.66
"ORD014580","CUST90001","Cynthia","Bryant ","Female",25,"South",NA,5,2358.73,0.28,"Alice","Bank Transfer","SME","Nakuru",2025-01-21,"teresa9947@gmail.com","0790469277",2,"Late delivery",8491.43
"ORD014581","CUST59721","Melissa","Coleman","Male",34,"East","Furniture",5,2504.38,0.4,"Samuel","Debit Card","Corporate","Nyeri",2023-04-06,"gregory3466@gmail.com","0767546930",4,"Average experience",7513.14
"ORD014582","CUST99485","Kimberly","Henderson","Male",61,"South","Furniture",19,2655.12,0.3,"Steve","Debit Card","Wholesale","Malindi",2024-03-14,"sandra8191@gmail.com","0768712245",4,"Satisfied",35313.1
"ORD014583","CUST24544","Marie","Evans","Male",72,"South","Office Supplies",13,957.58,0.14,"Abel","Debit Card","Retail","Kisii",2023-07-31,"margaret604@gmail.com","0733010783",5,"Poor customer service",10705.74
"ORD014584","CUST39552","Nancy","Jackson","Male",50,"West","Electronics",3,1754.96,0.16,"Queen","Cash","Retail",NA,2024-01-23,"sarah5558@gmail.com","0723318985",1,NA,4422.5
"ORD014585","CUST33093","Joseph","Baker","Female",26,"South","Clothing",20,79.67,0.31,"Walter","Bank Transfer","Corporate","Thika",2025-01-16,"isaac3642@gmail.com","0779350908",5,"Wrong item",1099.45
"ORD014586","CUST22075","Deborah","Bailey","Male",70,"South","Office Supplies",9,1172.42,0.05,"Valerie","Cash","Retail","Naivasha",2023-09-18,"sophia770@gmail.com","0760516698",3,"Late delivery",10024.19
"ORD014587","CUST26358","Sharon","Booth","Female",21,"Central","Food & Beverage",14,2345.87,0.21,"Steve","Credit Card",NA,"Nakuru",2025-12-31,"michael3968@gmail.com","0797098557",3,"Excellent service",25945.32
"ORD014588","CUST25999","Julia","Bowman","Male",36,NA,"Home Appliances",8,1231.75,0.03,"Gilbert","Cash","Corporate","thika",2024-05-30,"frank1161@gmail.com","0790813534",5,"Will buy again",9558.38
"ORD014589","CUST33925",NA,"Morris","Male",32,"North","Health & Beauty",4,1691.18,0.04,"Steve","Cash",NA,"Thika",2023-10-20,"sandra1373@gmail.com","0731251825",3,"Highly recommended",6494.13
"ORD014590","CUST74526","Janet","Cox","Male",65,"Central","Automotive",1,672.96,0.02,"Purity","Bank Transfer","Corporate","Eldoret",2024-05-21,"derek2118@gmail.com","0733038246",4,"Poor customer service",659.5
"ORD014591","CUST86744","Gregory","Ryan","Female",58,"South","Home Appliances",19,79.92,0.35,"Calvin","Debit Card","SME","Mombasa",2023-12-21,"louis2612@gmail.com","0725252412",5,"Will buy again",987.01
"ORD014592","CUST31471","Beverly","Robertson","Female",23,"North","Sports",18,1397.85,0.37,"Florence","Debit Card","Corporate","Embu",2023-02-04,"ann8450@gmail.com","0759333204",4,"Highly recommended",15851.62
"ORD014593","CUST47599","Evelyn","Edwards","Female",69,"North","Food & Beverage",6,978.95,0.1,"Kelvin","Debit Card","Retail","Mombasa",2025-08-02,"daniel4681@gmail.com","0785715703",5,"Excellent service",5286.33
"ORD014594","CUST36390","Emily","Johnson","Male",60,"South","Electronics",11,381.12,0.1,"Oliver","Debit Card","Retail","Machakos",2025-06-28,"stephen101@gmail.com","0771274597",1,"Highly recommended",3773.09
"ORD014595","CUST13844","Harold","Howard","Male",59,"North","Electronics",15,2467.8,0.15,"Charles","Cash","Retail","Naivasha",2025-12-20,"faith4351@gmail.com","0757503300",5,"Fast shipping",31464.45
"ORD014596","CUST61023","Alex","Kamau","Female",75,"East","Clothing",3,780.07,0.23,"Hilda","Mobile Money","Retail","Kitale",2025-02-24,"danielle5124@gmail.com","0781264361",5,"Wrong item",1801.96
"ORD014597","CUST15857","Michael","Cook","Female",26,"Central","Health & Beauty",18,978.35,0.2,"Tabitha","Cash","Corporate","Malindi",2025-01-15,"ashley7017@gmail.com","0732472149",1,"Product damaged",14088.24
"ORD014598","CUST44271","Jennifer","Green","Male",29,"North","Office Supplies",4,2567.81,0.24,"Joy","Debit Card","Government",NA,2025-01-09,"jane5193@gmail.com","0788721328",3,"Fast shipping",7806.14
"ORD014599","CUST12705","Henry","Wilson","Female",58,"North","Books",1,1910.4,0.03,"Ruth","Credit Card","Government","Mombasa",2024-01-07,"rebecca802@gmail.com","0798623005",1,"Highly recommended",1853.09
"ORD014600","CUST56371","Ann","Blair","Male",73,"East","Electronics",12,444.23,0,"Gilbert","Bank Transfer","SME","Embu",2023-08-03,"frances6873@gmail.com","0786743368",2,"Highly recommended",5330.76
"ORD014601","CUST75279","Caleb","Davies","Male",53,NA,"Home Appliances",10,1386.35,0.36,"Ian","Debit Card","SME","Thika",2025-09-13,"samuel403@gmail.com","0736136758",4,NA,8872.64
"ORD014602","CUST61842","Mark",NA,"Female",72,"North","Health & Beauty",4,2689.68,0.37,"Walter","Bank Transfer","Wholesale","Kitale",2023-09-09,"johnny7775@gmail.com","0794240921",1,"Product damaged",6777.99
"ORD014603","CUST73335","Nicole","Kennedy ","Male",75,"West","Automotive",4,2737.86,0.08,"Victor","Cash","Wholesale","Kericho",2025-05-29,"walter5352@gmail.com","0765621905",4,"Wrong item",10075.32
"ORD014604","CUST72164","Frank","Hamilton","Male",42,"East","Furniture",9,1524.91,0.02,"Victor","Cash","Corporate","Kericho",2024-07-29,"eric3436@gmail.com","0718834340",4,"Excellent service",13449.71
"ORD014605","CUST30251","Brittany","Burke","Female",55,"North","Food & Beverage",20,1357.13,0.01,"Samuel","Credit Card","Wholesale","Kisii",2024-03-16,"caroline4554@gmail.com","0783292006",2,NA,26871.17
